Timestamp,Open,Close,High,Low,Volume
15662088000,10693,10767,12097,4000,2867887.9476007917
15662232000,10740,10724,12097,4000,2867934.009154082
15662376000,10729,10734,12097,4000,2867813.6920657125
15662520000,10730,10713,12097,4000,2867934.884565692
15662664000,10914,10938,12097,4000,2867828.104967592
15662808000,10802.34218,10829.0740956,12097,4000,2868114.840642202
15662952000,10725,10846,12097,4000,2867908.5661536218
15663096000,10678,10720,12097,4000,2868068.278248642
15663240000,10775,10757,12097,4000,2867868.795962052
15663384000,10822,10768,12097,4000,2867962.314449332
15663528000,10722,10792.13576002,12097,4000,2867941.822345032
15663672000,10248,10324,12097,4000,2869035.691090072
15663816000,10209,10138,12097,4000,2868170.9879467725
15663960000,9960.5,10170.60224864,12097,4000,2868151.532978022
15664104000,10119.06543023,9995,12097,4000,2867961.7807269623
15664248000,10050,10110,12097,4000,2867851.102681422
15664392000,9831,10146.95441589,12097,4000,2868435.911954692
15664536000,9981.8,9891.8,12097,4000,2868029.6625293423
15664680000,9995,9983.1,12097,4000,2868072.345798342
15664824000,10133,9981.8,12097,4000,2867898.9246164723
15664968000,10170,10119.014262,12097,4000,2868135.8213075823
15665112000,10163.88021073,10181,12097,4000,2867846.3591724723
15665256000,10114,10117,12097,4000,2867820.4551243125
15665400000,10166.744005,10165,12097,4000,2867960.9889053726
15665544000,10124.11000933,10252,12097,4000,2868142.665181342
15665688000,10382,10140.90456063,12097,4000,2868049.370955992
15665832000,10405,10392,12097,4000,2867898.797642752
15665976000,10428.93757004,10422.655936,12097,4000,2867848.948974552
15666120000,10409,10408,12097,4000,2867886.6032896624
15666264000,10359,10371,12097,4000,2867792.4097897825
15666408000,9997.9,10329,12097,4000,2867970.496222042
15666552000,9998.08913605,10014,12097,4000,2867830.620993202
15666696000,10060,10003,12097,4000,2867819.697112002
15666840000,10072,10115,12097,4000,2868198.824268512
15666984000,10094.39144,10154,12097,4000,2867875.415593522
15667128000,10077,10135,12097,4000,2867771.5211562426
15667272000,10161,10127,12097,4000,2867846.8556935224
15667416000,10255.27181723,10141,12097,4000,2868486.829458242
15667560000,10081.04403933,10082.05568449,12097,4000,2867853.286609302
15667704000,9990.5,10077,12097,4000,2867975.8218116225
15667848000,10446,10132,12097,4000,2868137.151758662
15667992000,10363,10295,12097,4000,2867914.7563926023
15668136000,10370,10335,12097,4000,2867940.6272590817
15668280000,10369.0319917,10398,12097,4000,2867854.960621742
15668424000,10315.99046437,10342.3861762,12097,4000,2867859.3464400717
15668568000,10294,10338.99999178,12097,4000,2867828.3970293817
15668712000,10331.00519976,10377,12097,4000,2867917.9490021425
15668856000,10235,10188,12097,4000,2867795.686357192
15669000000,10155,10178,12097,4000,2867965.1550904424
15669144000,10179,10121,12097,4000,2867947.6697225724
15669288000,10191,10192,12097,4000,2867780.9643775825
15669432000,10148,10166,12097,4000,2867816.4558791122
15669576000,10111.70430474,10184,12097,4000,2867861.2308892724
15669720000,10139.067732,10100,12097,4000,2868037.4737591925
15669864000,10160,10162,12097,4000,2867801.7684391723
15670008000,10182,10153,12097,4000,2867933.3904693923
15670152000,10213,10253,12097,4000,2873064.6266024713
15670296000,9744.95082893,9691.4,12097,4000,2867912.0737008923
15670440000,9694.3,9727.4,12097,4000,2867915.710866532
15670584000,9610.1,9610,12097,4000,2868571.4519886826
15670728000,9498.7,9411.9,12097,4000,2867841.6210642117
15670872000,9479.2,9477.91474578,12097,4000,2867989.289413092
15671016000,9555,9532,12097,4000,2867928.0482489825
15671160000,9540,9529.6,12097,4000,2867804.2025556522
15671304000,9477,9509.4,12097,4000,2867850.614588722
15671448000,9519.39059421,9497.4,12097,4000,2867967.045456802
15671592000,9585,9502.9,12097,4000,2868290.2341553723
15671736000,9630.08770708,9599.9,12097,4000,2867869.4931636523
15671880000,9560,9616.2,12097,4000,2867816.6732740025
15672024000,9618.10125075,9599.8,12097,4000,2867768.6271423423
15672168000,9656.5,9601,12097,4000,2867846.3230453418
15672312000,9632.7,9634,12097,4000,2867775.532928902
15672456000,9592.6,9604.4,12097,4000,2867840.319309672
15672600000,9614,9585.5,12097,4000,2868343.569764772
15672744000,9610.5,9603.95377334,12097,4000,2867882.4668642418
15672888000,9682,9588.5,12097,4000,2867895.864371992
15673032000,9635.6,9623.9,12097,4000,2867788.8838820024
15673176000,9630.5,9650,12097,4000,2867768.9403069126
15673320000,9626.4,9635.8,12097,4000,2867808.6710483623
15673464000,9593.1,9598.7,12097,4000,2867819.941181202
15673608000,9617.3,9635.6,12097,4000,2867777.030863173
15673752000,9722.70910406,9649.621736,12097,4000,2868090.179569312
15673896000,9767.83805156,9779.1,12097,4000,2867948.4533566325
15674040000,9785,9766.3,12097,4000,2867867.5897132424
15674184000,9777.7,9775.3,12097,4000,2868338.306460202
15674328000,9925.9,9863.4,12097,4000,2869098.918707891
15674472000,10098,9908.84163064,12097,4000,2868321.683554242
15674616000,10406.33636814,10200,12097,4000,2868051.0406059218
15674760000,10351,10388,12097,4000,2867910.2020602417
15674904000,10435.1986494,10415,12097,4000,2867830.9806732326
15675048000,10330.0286263,10401,12097,4000,2868038.992135882
15675192000,10692.040759,10447,12097,4000,2868988.744334702
15675336000,10620,10700,12097,4000,2867883.425935972
15675480000,10706,10674,12097,4000,2867817.3091663425
15675624000,10533,10641,12097,4000,2867847.661163362
15675768000,10584.03097907,10634,12097,4000,2867808.7083915523
15675912000,10519,10593,12097,4000,2867997.664735772
15676056000,10433,10547,12097,4000,2867841.487162432
15676200000,10666.92689913,10436.47302614,12097,4000,2867926.6313814926
15676344000,10674.95017168,10732,12097,4000,2868088.7276105625
15676488000,10566.8929239,10590,12097,4000,2867800.634472352
15676632000,10624,10590,12097,4000,2867878.855569652
15676776000,10574,10568,12097,4000,2868214.279595382
15676920000,10620,10592.35567944,12097,4000,2867926.798504462
15677064000,10511,10577,12097,4000,2867888.7661446617
15677208000,10567,10543,12097,4000,2867818.772677502
15677352000,10599,10582.92652081,12097,4000,2868147.980305812
15677496000,10723.97772,10663,12097,4000,2867921.1649359926
15677640000,10744,10750.01794625,12097,4000,2867984.802365392
15677784000,10840.55856521,10900,12097,4000,2867863.389445202
15677928000,10436,10887,12097,4000,2868300.7669535126
15678072000,10429.93757497,10382,12097,4000,2867964.905148892
15678216000,10375,10305,12097,4000,2867789.9486147924
15678360000,10375,10351,12097,4000,2867816.712238832
15678504000,10406,10393,12097,4000,2867892.676188992
15678648000,10396.09474366,10439.06623341,12097,4000,2867892.719004502
15678792000,10530,10472,12097,4000,2867938.147473482
15678936000,10545.93833229,10508,12097,4000,2867816.807308232
15679080000,10525.00921293,10489,12097,4000,2867780.8705747523
15679224000,10565,10568,12097,4000,2867797.9294966725
15679368000,10528,10560,12097,4000,2867938.2410259624
15679512000,10400,10413.98962494,12097,4000,2867909.6046039225
15679656000,10391,10426.93086671,12097,4000,2867876.633103072
15679800000,10433,10364.02828258,12097,4000,2867890.851522342
15679944000,10418,10415,12097,4000,2867922.9367088224
15680088000,10338,10329,12097,4000,2867937.1839806917
15680232000,10278.00164691,10175.80018383,12097,4000,2867883.3885481018
15680376000,10369.17908583,10456,12097,4000,2867933.545517612
15680520000,10293,10353,12097,4000,2867890.537941272
15680664000,10298.93545824,10330.72923449,12097,4000,2867858.3861962925
15680808000,10335,10317,12097,4000,2867855.665009772
15680952000,10297,10316.06493524,12097,4000,2867820.2160592326
15681096000,10270.051102,10293,12097,4000,2867925.228885122
15681240000,10251,10270.98013212,12097,4000,2867986.8870933126
15681384000,10232,10188.05004958,12097,4000,2867778.278194333
15681528000,10125,10040,12097,4000,2867826.534957562
15681672000,10092,10121,12097,4000,2867818.9805401717
15681816000,10041.9180833,10103.01119406,12097,4000,2868604.521767762
15681960000,10026,10075,12097,4000,2867924.0444330224
15682104000,10054,10079,12097,4000,2867920.829745592
15682248000,10081,9996.1,12097,4000,2867895.7996832826
15682392000,10189,10103,12097,4000,2867919.0503332024
15682536000,10160.02903549,10175,12097,4000,2867859.730653782
15682680000,10116,10139,12097,4000,2867838.1662791423
15682824000,10161.09836473,10104,12097,4000,2867834.871883472
15682968000,10372,10201,12097,4000,2868038.463204662
15683112000,10319.58166176,10346,12097,4000,2867863.105359812
15683256000,10437,10330,12097,4000,2868095.9564691125
15683400000,10380,10452,12097,4000,2867825.4586795424
15683544000,10331,10406,12097,4000,2867839.5844337824
15683688000,10334,10328,12097,4000,2867881.5470851925
15683832000,10341,10332,12097,4000,2867799.5392767224
15683976000,10248,10325,12097,4000,2867831.859618642
15684120000,10321.497732,10230.00341496,12097,4000,2867852.129838672
15684264000,10333,10374,12097,4000,2867800.515536862
15684408000,10321,10323,12097,4000,2867795.012681252
15684552000,10338.04136851,10360,12097,4000,2867788.9902082826
15684696000,10354.21826567,10325.54611002,12097,4000,2867913.5090400423
15684840000,10412,10386,12097,4000,2867852.385697462
15684984000,10415,10402,12097,4000,2867786.689529992
15685128000,10378.859946,10380,12097,4000,2867846.263577242
15685272000,10359,10337,12097,4000,2867797.8417936224
15685416000,10324,10343,12097,4000,2867801.457825382
15685560000,10309,10339,12097,4000,2867802.772288322
15685704000,10346,10340.94205352,12097,4000,2867788.587754532
15685848000,10317,10325.106052,12097,4000,2867831.0600392423
15685992000,10383,10321,12097,4000,2867825.7500764118
15686136000,10343.90774569,10332.09270351,12097,4000,2867959.164502272
15686280000,10331,10334,12097,4000,2867782.1281512626
15686424000,10179,10306.191236,12097,4000,2867958.057986992
15686568000,10157,10119,12097,4000,2867839.4433161425
15686712000,10328,10146.1859504,12097,4000,2867943.559506482
15686856000,10255,10290,12097,4000,2867769.417714233
15687000000,10246,10275.274688,12097,4000,2867875.3809745624
15687144000,10188,10247,12097,4000,2867809.4757351917
15687288000,10212.33271398,10194,12097,4000,2867874.4675883525
15687432000,10272.156324,10236,12097,4000,2867816.866037682
15687576000,10238,10282.0612544,12097,4000,2867791.822403073
15687720000,10272.24002,10214.08319674,12097,4000,2867777.1374377324
15687864000,10244,10240,12097,4000,2867829.294973182
15688008000,10190,10240,12097,4000,2867831.4703530422
15688152000,10215,10185,12097,4000,2867960.598883332
15688296000,10214.89968751,10204.973178,12097,4000,2867942.860455482
15688440000,10221,10199,12097,4000,2867815.2630963926
15688584000,10149,10185,12097,4000,2868069.013291702
15688728000,9916.5,9835,12097,4000,2867880.5812620525
15688872000,9894.3,9900.3,12097,4000,2867905.7037949017
15689016000,9882.2,9881,12097,4000,2867833.9754016423
15689160000,10060,9907.2,12097,4000,2867855.961019672
15689304000,10295,10130,12097,4000,2867930.8501747926
15689448000,10237.045007,10301,12097,4000,2867854.449085022
15689592000,10208.9546837,10258.92224721,12097,4000,2867901.5744286417
15689736000,10181,10194,12097,4000,2867851.132777062
15689880000,10208.54869518,10200,12097,4000,2867806.463366972
15690024000,10152,10205,12097,4000,2867785.7137204823
15690168000,10158,10180,12097,4000,2867769.5967728826
15690312000,10176,10197,12097,4000,2867797.0844599125
15690456000,10126,10158,12097,4000,2868663.865705472
15690600000,10009,10098.41883857,12097,4000,2867947.2297700117
15690744000,10042,10070,12097,4000,2867791.6632519127
15690888000,10000.369488,10073.0843963,12097,4000,2867800.410002542
15691032000,10005.018228,10042,12097,4000,2867799.828881362
15691176000,9923.61114936,10013,12097,4000,2867797.8469573422
15691320000,9965.2,9901,12097,4000,2867789.5139979427
15691464000,10034,10047,12097,4000,2867813.2290488523
15691608000,10000,10020.823944,12097,4000,2867833.3921652823
15691752000,10011,9999.94496297,12097,4000,2867795.6801941018
15691896000,10084,10005,12097,4000,2867901.5983875324
15692040000,10008,10055,12097,4000,2867770.698625973
15692184000,9972.9,10000,12097,4000,2868055.1215211223
15692328000,9975.4,9920.1,12097,4000,2867775.996495792
15692472000,9915.2,9924.9,12097,4000,2869169.9705574815
15692616000,9802.4,9892.5,12097,4000,2867819.862596272
15692760000,9766.9,9817.081572,12097,4000,2868318.267936302
15692904000,9734,9702.6,12097,4000,2867837.073020642
15693048000,9764.5,9722.1932039,12097,4000,2867881.3187875724
15693192000,9741,9758.6,12097,4000,2867833.766296622
15693336000,9640.18399178,9726.8,12097,4000,2868557.618726022
15693480000,9495.9,9531.4,12097,4000,2875738.1240551206
15693624000,8680,8559.4,12097,4000,2868667.5219228514
15693768000,8735.3,8538.7,12097,4000,2868633.928459302
15693912000,8520,8596.9,12097,4000,2868143.632850262
15694056000,8438.146235,8359.95186689,12097,4000,2868026.929602592
15694200000,8441.54700593,8369.1,12097,4000,2868307.3551132423
15694344000,8419.62939114,8337.9,12097,4000,2867912.0690727425
15694488000,8625,8395,12097,4000,2868389.364159752
15694632000,8377.6,8475.3,12097,4000,2868310.862362022
15694776000,8410.519689,8384.3,12097,4000,2867886.606441892
15694920000,8472,8396.4,12097,4000,2867832.6123131826
15695064000,8277.2560603,8411.2,12097,4000,2869056.6698792917
15695208000,7972,7958.2,12097,4000,2868623.6918815025
15695352000,8115,8156,12097,4000,2867902.9074221826
15695496000,8049.8770533,8105.9,12097,4000,2867808.556011162
15695640000,8014.13452554,8054.9,12097,4000,2867862.771289442
15695784000,8083.6,8090.840825,12097,4000,2867954.4980689925
15695928000,8040.3,8021.2,12097,4000,2868376.435028872
15696072000,8068,8023,12097,4000,2867831.713519382
15696216000,8248,8035,12097,4000,2868070.3787826025
15696360000,8196.1,8213.4,12097,4000,2867849.962724512
15696504000,8189.5,8200,12097,4000,2867844.609152362
15696648000,8262.1,8258.7,12097,4000,2867851.947743952
15696792000,8148,8178.6,12097,4000,2868368.2516905223
15696936000,8184,8112,12097,4000,2867861.035025072
15697080000,8165,8188.3,12097,4000,2869523.522844231
15697224000,8207.3,8238.2,12097,4000,2867823.075148322
15697368000,8149.9,8164.7,12097,4000,2867873.1780764624
15697512000,8125.6,8120.6,12097,4000,2867908.217246502
15697656000,8030.50358503,8109.93552599,12097,4000,2867939.4790749424
15697800000,8021.64134368,7984.9,12097,4000,2867830.599701652
15697944000,8078.7,7985,12097,4000,2867988.9437336423
15698088000,8044.9,8090,12097,4000,2867864.661413342
15698232000,7826.6,8019.30727205,12097,4000,2868365.149321052
15698376000,8040.9,7829,12097,4000,2868642.4507982326
15698520000,8164.75662137,8073.9,12097,4000,2868207.1341296122
15698664000,8276.1,8337.5,12097,4000,2867881.7521968023
15698808000,8284.2,8312.1,12097,4000,2867845.206332982
15698952000,8317,8331.13524644,12097,4000,2868397.606537432
15699096000,8473.2,8446.8,12097,4000,2867979.4341526725
15699240000,8364.9,8455.8,12097,4000,2867984.038235622
15699384000,8394.9,8397.5,12097,4000,2867845.5293482426
15699528000,8314.9,8407.3,12097,4000,2867909.023372372
15699672000,8332.8,8337.8,12097,4000,2867999.958101452
15699816000,8325.0096642,8334.9,12097,4000,2867867.3980815117
15699960000,8195.38923551,8283.1,12097,4000,2867831.295927632
15700104000,8270.4,8241.3,12097,4000,2867805.207685732
15700248000,8244.2,8303.8,12097,4000,2867865.2511793724
15700392000,8261.6,8260.2,12097,4000,2868442.886432852
15700536000,8299.6,8299,12097,4000,2867812.6784279724
15700680000,8375.4,8414.8772103,12097,4000,2867782.5190445227
15700824000,8327.4,8368.954902,12097,4000,2867803.286434772
15700968000,8304.7,8301.9,12097,4000,2867867.487279042
15701112000,8250.04577977,8254.5,12097,4000,2868801.995770102
15701256000,8171.3,8150,12097,4000,2867794.6189171425
15701400000,8205,8182.8,12097,4000,2867793.5782934525
15701544000,8144.2,8261.1,12097,4000,2867799.469995992
15701688000,8127.1284798,8137.80499454,12097,4000,2867788.7675193124
15701832000,8159.7,8168.6547222,12097,4000,2867964.325311662
15701976000,8200,8187.6,12097,4000,2867970.3220773325
15702120000,8198.2,8182.3,12097,4000,2867806.312481222
15702264000,8206.9,8222.0297239,12097,4000,2867975.146543952
15702408000,8145.2,8170,12097,4000,2867792.835366892
15702552000,8145.59431258,8171.50702195,12097,4000,2867826.183693752
15702696000,8110.01923699,8145,12097,4000,2867811.9447561526
15702840000,8105.5,8115,12097,4000,2867952.2774516824
15702984000,8077.7,8123.9,12097,4000,2867823.767790362
15703128000,8179.5,8096.3,12097,4000,2867914.8390233223
15703272000,8094.8,8162.5,12097,4000,2867932.9389737123
15703416000,8089.9,8082.1,12097,4000,2868510.407353112
15703560000,7972.8,8000.2,12097,4000,2867873.6991069424
15703704000,7940.1,7977,12097,4000,2868095.3046368123
15703848000,8015.2,8048.248432,12097,4000,2868747.239803742
15703992000,7944,7926.4,12097,4000,2867839.3886511023
15704136000,7841.6,7883,12097,4000,2867820.4913587323
15704280000,7870.00792547,7890.6,12097,4000,2867932.1392679424
15704424000,7963.1,7893.41806453,12097,4000,2869046.9139636713
15704568000,8185.089458,8021.7,12097,4000,2868243.1506669424
15704712000,8299.3,8216.1,12097,4000,2868071.792343722
15704856000,8224,8247.7,12097,4000,2867834.338965912
15705000000,8324,8227,12097,4000,2867989.638702382
15705144000,8281.1,8296.6,12097,4000,2867875.179433692
15705288000,8205.17831118,8242.9,12097,4000,2867854.7446342926
15705432000,8236.9,8215.7,12097,4000,2867852.4710142524
15705576000,8207.75081,8211.99451163,12097,4000,2868020.031043802
15705720000,8185.9,8188.46517906,12097,4000,2867929.869952072
15705864000,8191.6,8205,12097,4000,2867800.521632262
15706008000,8173,8150.6,12097,4000,2867774.4488845826
15706152000,8225.8,8209.97147628,12097,4000,2868029.607699432
15706296000,8282.6,8209.3,12097,4000,2870145.7312454428
15706440000,8664.00248136,8589.6,12097,4000,2868034.6947081923
15706584000,8586.5,8621.4,12097,4000,2867932.5785540226
15706728000,8575,8607.5,12097,4000,2867923.148236102
15706872000,8584,8583.6,12097,4000,2867949.126850082
15707016000,8555.05671417,8648.2,12097,4000,2868043.900257302
15707160000,8521.4123334,8567.2,12097,4000,2867956.7561853523
15707304000,8534.6,8580.20880507,12097,4000,2868042.217841362
15707448000,8574.6,8585.45282458,12097,4000,2867838.410177942
15707592000,8557.1,8596,12097,4000,2867787.0412029424
15707736000,8459.960448,8590.8,12097,4000,2868076.7323375125
15707880000,8367.99564803,8410.343502,12097,4000,2867831.630283822
15708024000,8376.4,8330,12097,4000,2867998.0150173926
15708168000,8360.1,8373,12097,4000,2867901.6982287723
15708312000,8341.4,8364.33317694,12097,4000,2867877.1023614225
15708456000,8330.9,8278.2,12097,4000,2867787.472645723
15708600000,8363,8330.1,12097,4000,2867870.6653348026
15708744000,8366.11810689,8368.9,12097,4000,2867861.469884002
15708888000,8349.4,8341.7,12097,4000,2867896.1914308523
15709032000,8346.6,8400,12097,4000,2867836.4127054517
15709176000,8356.2,8331.5,12097,4000,2867760.9404568723
15709320000,8358,8319.6,12097,4000,2867776.337955303
15709464000,8349.9,8360.2,12097,4000,2867793.195005812
15709608000,8362.2,8347.4,12097,4000,2867780.1331916223
15709752000,8438.4,8381.7,12097,4000,2867867.9710999825
15709896000,8449.3,8434.5,12097,4000,2867788.9137469525
15710040000,8266.46189082,8462.5,12097,4000,2867841.4498342923
15710184000,8310.2,8304.9,12097,4000,2867829.5567395124
15710328000,8333,8305,12097,4000,2867802.0878890217
15710472000,8322.2,8323.1,12097,4000,2867802.4424393424
15710616000,8300.2,8305.8,12097,4000,2867820.0206602826
15710760000,8356.4,8276,12097,4000,2867804.399467562
15710904000,8335.9,8358.8,12097,4000,2867777.1725145127
15711048000,8356.9340745,8369.9648501,12097,4000,2867792.425931903
15711192000,8352.6,8342.41648106,12097,4000,2867793.9161524423
15711336000,8302.4504854,8309,12097,4000,2867826.622145942
15711480000,8327,8314.1545788,12097,4000,2867962.0611497625
15711624000,8190,8339.7,12097,4000,2867842.240814052
15711768000,8176.3,8198.4,12097,4000,2867804.526274772
15711912000,8196.39303892,8191.1,12097,4000,2867777.475007853
15712056000,8193.8,8186.7,12097,4000,2867781.960732493
15712200000,8162.27222365,8158.9,12097,4000,2868495.826717692
15712344000,8023.1,8075.1,12097,4000,2867965.292369802
15712488000,8003.5,7979.1,12097,4000,2867795.5666707917
15712632000,8003.5,7973.6,12097,4000,2867903.081713052
15712776000,7980.1,8016,12097,4000,2867803.8217345825
15712920000,8005.4,7989,12097,4000,2867790.283213573
15713064000,8081.5,7998.3,12097,4000,2867936.277485492
15713208000,8087.2,8095.8,12097,4000,2867809.426592912
15713352000,8105.7,8097.1,12097,4000,2867798.2832166324
15713496000,8084.9,8079.86257271,12097,4000,2868187.933082782
15713640000,8133.9,8092.3,12097,4000,2867872.685750622
15713784000,7947.2,8091.9,12097,4000,2868043.3801626726
15713928000,7943.31466681,7950,12097,4000,2867883.0082530924
15714072000,7979.30064549,7959.1,12097,4000,2867997.0233339523
15714216000,7978.3,7958.9,12097,4000,2868300.9902713825
15714360000,7977.7,7985.62461925,12097,4000,2867818.5921368026
15714504000,7957.9,7987.3,12097,4000,2867795.833834452
15714648000,7969.9,7987.9,12097,4000,2867776.1117493124
15714792000,7992.6891227,7984.8,12097,4000,2867798.809092782
15714936000,8061.5,7989.5,12097,4000,2867813.1535482225
15715080000,8029.3,8033.3,12097,4000,2867768.600760232
15715224000,7999.8467076,8009.7169119,12097,4000,2867776.8956743623
15715368000,7945.3,7992.9,12097,4000,2867964.2082375926
15715512000,7960,7954.7,12097,4000,2867763.134341043
15715656000,7986.4,7950.4,12097,4000,2867816.3102932624
15715800000,7997.7,7975.9,12097,4000,2867943.031909172
15715944000,8178.9,8064.9,12097,4000,2867947.3831518725
15716088000,8239.1,8275.81568136,12097,4000,2867846.605974252
15716232000,8255,8260.7,12097,4000,2867821.258094962
15716376000,8264.3,8255.4,12097,4000,2867795.156949622
15716520000,8236.9,8251.7,12097,4000,2868046.244415132
15716664000,8270,8264,12097,4000,2867802.532193952
15716808000,8208.9,8217.9,12097,4000,2867800.8303467617
15716952000,8236.5,8213.71080331,12097,4000,2867807.8797583417
15717096000,8208.46832881,8243.8,12097,4000,2867778.3485535723
15717240000,8247.83085732,8242.7,12097,4000,2867767.7440415327
15717384000,8305.5,8249.6950873,12097,4000,2867855.0238536024
15717528000,8259.2,8310.5,12097,4000,2868094.2460779822
15717672000,8229.6,8242.1,12097,4000,2867835.248435752
15717816000,8130.6,8196.6,12097,4000,2867959.012110572
15717960000,8070,8054.3,12097,4000,2867884.0062078624
15718104000,7979.4,7988.5,12097,4000,2867815.555818632
15718248000,8015.7,7984.7,12097,4000,2867814.679248342
15718392000,7491.5,7996.53545003,12097,4000,2868258.471972862
15718536000,7521.9,7450.2,12097,4000,2867942.520578042
15718680000,7456.2,7497.7,12097,4000,2868007.3992486126
15718824000,7464.9,7493.7,12097,4000,2868037.819826092
15718968000,7436.4,7432.7693255,12097,4000,2868154.823292162
15719112000,7476,7449.2,12097,4000,2868166.0039990325
15719256000,7489.2,7466.43437211,12097,4000,2868009.643449932
15719400000,7453.63271926,7470.1,12097,4000,2867862.5420225025
15719544000,7464.6,7496.9,12097,4000,2867812.515881252
15719688000,7472,7453,12097,4000,2867820.445795502
15719832000,7480.6,7472.3,12097,4000,2867788.990477773
15719976000,7486.6,7500.1,12097,4000,2868933.7030073316
15720120000,7700.1,7613.9,12097,4000,2868105.8406946226
15720264000,8530.6,8311.7,12097,4000,2868583.0740156122
15720408000,8618.1,8666.3,12097,4000,2868482.714180012
15720552000,10073.155014,8679.1,12097,4000,2871625.2327989223
15720696000,9634.5,9623,12097,4000,2868227.7413915326
15720840000,9187.4,9511.6,12097,4000,2868246.0161304525
15720984000,9157.6,9265.4,12097,4000,2868310.0343816117
15721128000,9170.33616372,9207.1,12097,4000,2868982.9661422516
15721272000,9254.3,9040.7,12097,4000,2867948.446492652
15721416000,9200.7,9270.9,12097,4000,2867798.173983392
15721560000,9223.5,9176.6,12097,4000,2867818.793722252
15721704000,9290.3,9193.4,12097,4000,2868466.201612242
15721848000,9469.5,9320.6,12097,4000,2868388.1406896724
15721992000,9684.8,9576,12097,4000,2867911.435874812
15722136000,9647.5,9759.4,12097,4000,2868171.445810962
15722280000,9777.09141248,9571.8,12097,4000,2868028.785059012
15722424000,9646.7,9668.9,12097,4000,2868654.0977746514
15722568000,9439,9484.2,12097,4000,2867998.4875011225
15722712000,9402.4,9444.2,12097,4000,2868345.8275834224
15722856000,9395.5,9419.1,12097,4000,2868608.1256654025
15723000000,9477.7,9426.6,12097,4000,2867824.783737032
15723144000,9308.00067457,9225.7,12097,4000,2867889.5804771823
15723288000,9422.1,9310.9,12097,4000,2867851.5859036823
15723432000,9414.4,9474.9,12097,4000,2868027.9263907517
15723576000,9360,9458.9,12097,4000,2867800.6677145925
15723720000,9349.3,9372.6,12097,4000,2867860.950036152
15723864000,9435.3,9251.9,12097,4000,2867834.2537707225
15724008000,9414.9,9445.5,12097,4000,2867844.4802553426
15724152000,9217.9,9308.9,12097,4000,2867793.5598649825
15724296000,9243.2,9201.48083688,12097,4000,2869045.223860922
15724440000,9068.6,9138.04026493,12097,4000,2867867.7935569226
15724584000,9144.9,9128.3,12097,4000,2868018.5184676717
15724728000,9166.7,9231.5,12097,4000,2867852.453700082
15724872000,9086.1,9184.3,12097,4000,2867796.6350754523
15725016000,9208.1,9137.9,12097,4000,2867833.6906214026
15725160000,9075.2,9124.980139,12097,4000,2868431.859818042
15725304000,9338.3,9150,12097,4000,2867986.387137802
15725448000,9293.9,9252.8,12097,4000,2867841.7562347124
15725592000,9164.9,9263.36235736,12097,4000,2867799.8204464423
15725736000,9147,9185.6,12097,4000,2867874.2406202317
15725880000,9129,9112.3,12097,4000,2867802.062197572
15726024000,9150.3,9155.7,12097,4000,2867795.811391542
15726168000,9164.9,9223.4993336,12097,4000,2867932.9158242024
15726312000,9213,9128.04125382,12097,4000,2867824.880144602
15726456000,9300,9214.2,12097,4000,2867892.8781512924
